"ID","INCI","CAS","WE","ANNEX","COSING REF. NO."
"21697","POLYGLYCERYL-2 ISONONANOATE/DIMER DILINOLEATE COPOLYMER","1190611-69-8","-",,"87481"
"21698","POLYGLYCERYL-2 ISOPALMITATE","-","-",,"78780"
"21699","POLYGLYCERYL-2 ISOPALMITATE/SEBACATE","-","-",,"58475"
"21700","POLYGLYCERYL-2 ISOSTEARATE","73296-86-3 / 81752-33-2","277-361-8",,"78781"
"21701","POLYGLYCERYL-2 ISOSTEARATE/DIMER DILINOLEATE COPOLYMER","-","-",,"82642"
"21702","POLYGLYCERYL-2 LANOLIN ALCOHOL ETHER","-","-",,"78782"
"21703","POLYGLYCERYL-2 LAURATE","96499-68-2","-",,"78783"
"21704","POLYGLYCERYL-2 LAURYL ETHER","-","-",,"82729"
"21705","POLYGLYCERYL-2 MYRISTATE","-","-",,"58476"
"21706","POLYGLYCERYL-2 OLEATE","49553-76-6 / 9007-48-1","-",,"78784"
"21707","POLYGLYCERYL-2 OLEYL ETHER","71032-90-1","-",,"78785"
"21708","POLYGLYCERYL-2 PALMITATE","-","-",,"58477"
"21709","POLYGLYCERYL-2 SESQUICAPRYLATE","-","-",,"58478"
"21710","POLYGLYCERYL-2 SESQUIISOSTEARATE","67938-21-0","-",,"84210"
"21711","POLYGLYCERYL-2 SESQUIOLEATE","-","-",,"78786"
"21712","POLYGLYCERYL-2 SESQUISTEARATE","9009-32-9","-",,"78787"
"21713","POLYGLYCERYL-2 SORBITAN TETRAETHYLHEXANOATE","-","-",,"58480"
"21714","POLYGLYCERYL-2 STEARATE","12694-22-3","235-777-7",,"78788"
"21715","POLYGLYCERYL-2 TETRABEHENATE","64366-79-6","613-583-7",,"97315"
"21716","POLYGLYCERYL-2 TETRABEHENATE/MACADAMIATE/SEBACATE","-","-",,"82622"
"21717","POLYGLYCERYL-2 TETRAISOSTEARATE","121440-30-0","-",,"82507"
"21718","POLYGLYCERYL-2 TETRAOLEATE","-","-",,"58482"
"21719","POLYGLYCERYL-2 TETRAPELARGONATE","-","-",,"95126"
"21720","POLYGLYCERYL-2 TETRASTEARATE","72347-89-8","-",,"78789"
"21721","POLYGLYCERYL-2 TRIISOSTEARATE","120486-24-0","-",,"78790"
"21722","POLYGLYCERYL-20 DOCOSABEHENATE/ISOSTEARATE","-","-",,"89364"
"21723","POLYGLYCERYL-20 DOCOSABEHENATE/LAURATE","-","-",,"89365"
"21724","POLYGLYCERYL-20 DOCOSABEHENATE/OLEATE","-","-",,"89366"
"21725","POLYGLYCERYL-20 HEPTACAPRYLATE","-","-",,"58483"
"21726","POLYGLYCERYL-20 HEPTADECABEHENATE/LAURATE","-","-",,"89320"
"21727","POLYGLYCERYL-20 HEXACAPRYLATE","-","-",,"58484"
"21728","POLYGLYCERYL-20 LAURYL ETHER","66058-15-9","-",,"93911"
"21729","POLYGLYCERYL-20 OCTADECABEHENATE/HYDROXYSTEARATE","-","-",,"98278"
"21730","POLYGLYCERYL-20 OCTADECABEHENATE/LAURATE","-","-",,"89323"
"21731","POLYGLYCERYL-20 OCTAISONONANOATE","-","-",,"86214"
"21732","POLYGLYCERYL-20 PENTACAPRYLATE/CAPRATE","-","-",,"94576"
"21733","POLYGLYCERYL-25/CAPROLACTONE","-","-",,"94536"
"21734","POLYGLYCERYL-2-PEG-4 STEARATE","-","-",,"78884"
"21735","POLYGLYCERYL-3 BEESWAX","136097-93-3","-",,"78885"
"21736","POLYGLYCERYL-3 BEHENATE","-","-",,"88667"
"21737","POLYGLYCERYL-3 BETAINATE ACETATE","-","-",,
"21738","POLYGLYCERYL-3 BETAINATE MALATE","-","-",,
"21739","POLYGLYCERYL-3 CAPRATE","133654-02-1","-",,"78886"
"21740","POLYGLYCERYL-3 CAPRATE/CAPRYLATE/STEARATE/DIMER DILINOLEATE CROSSPOLYMER","-","-",,"92113"
"21741","POLYGLYCERYL-3 CAPRATE/CAPRYLATE/SUCCINATE","1798313-25-3","-",,"94535"
"21742","POLYGLYCERYL-3 CAPRYLATE","108777-93-1 (generic)","-",,"58384"
"21743","POLYGLYCERYL-3 CETEARYL ETHER OLIVATE","-","-",,"92299"
"21744","POLYGLYCERYL-3 CETYL ETHER","128895-87-4","-",,"78887"
"21745","POLYGLYCERYL-3 CETYL ETHER OLIVATE/SUCCINATE","-","-",,"93007"
"21746","POLYGLYCERYL-3 CETYL ETHER STEARATE","-","-",,"90767"
"21747","POLYGLYCERYL-3 COCOATE","223706-47-6","-",,"78888"
"21748","POLYGLYCERYL-3 DECYLTETRADECYL ETHER","-","-",,"58542"
"21749","POLYGLYCERYL-3 DICAPRATE","-","-",,"84660"
"21750","POLYGLYCERYL-3 DICITRATE/STEARATE","-","-",,"88919"
"21751","POLYGLYCERYL-3 DICOCOATE","223706-50-1","-",,"78890"
"21752","POLYGLYCERYL-3 DI-HYDROXYSTEARATE","-","-",,"85171"
"21753","POLYGLYCERYL-3 DIISOSTEARATE","66082-42-6 / 85666-92-8","- / -",,"78891"
"21754","POLYGLYCERYL-3 DILAURATE","-","-",,"94951"
"21755","POLYGLYCERYL-3 DIMETHICONE","-","-",,"98430"
"21756","POLYGLYCERYL-3 DIOLEATE","79665-94-4","-",,"78892"
"21757","POLYGLYCERYL-3 DISILOXANE DIMETHICONE","-","-",,"58544"
"21758","POLYGLYCERYL-3 DISTEARATE","9009-32-9 / 94423-19-5","-",,"78893"
"21759","POLYGLYCERYL-3 HYDROXYLAURYL ETHER","-","-",,"78894"
"21760","POLYGLYCERYL-3 HYDROXYPROPYL ETHYLHEXYL ETHER","-","-",,"87569"
"21761","POLYGLYCERYL-3 HYDROXYPROPYL LAURYL ETHER","-","-",,"87573"
"21762","POLYGLYCERYL-3 ISOSTEARATE","127512-63-4","-",,"78895"
"21763","POLYGLYCERYL-3 LACTATE/LAURATE","-","-",,"98616"
"21764","POLYGLYCERYL-3 LAURATE","51033-31-9","-",,"78896"
"21765","POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE","-","-",,"78897"
"21766","POLYGLYCERYL-3 MYRISTATE","-","-",,"78898"
"21767","POLYGLYCERYL-3 OLEATE","33940-98-6","251-749-7",,"78899"
"21768","POLYGLYCERYL-3 OLEYL ETHER PHOSPHATE","-","-",,"90982"
"21769","POLYGLYCERYL-3 OLIVATE PHOSPHATE","-","-",,"91632"
"21770","POLYGLYCERYL-3 PALMITATE","143710-24-1","-",,"78900"
"21771","POLYGLYCERYL-3 PCA","-","-",,"87145"
"21772","POLYGLYCERYL-3 PENTACAPRYLATE/CAPRATE","-","-",,"88295"
"21773","POLYGLYCERYL-3 PENTAOLIVATE","-","-",,"91605"
"21774","POLYGLYCERYL-3 PENTARICINOLEATE","221354-73-0","-",,"78901"
"21775","POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE","-","-",,"58545"
"21776","POLYGLYCERYL-3 POLYRICINOLEATE","29894-35-7 / 235783-76-3","- / -",,"78902"
"21777","POLYGLYCERYL-3 PROPYL ETHER","-","-",,"82854"
"21778","POLYGLYCERYL-3 RICE BRANATE","-","-",,"86904"
"21779","POLYGLYCERYL-3 RICE BRANATE PHOSPHATE","-","-",,"90769"
"21780","POLYGLYCERYL-3 RICINOLEATE","-","-",,"78903"
"21781","POLYGLYCERYL-3 SORBITYL GLYCYRRHETINATE","-","-",,"95455"
"21782","POLYGLYCERYL-3 SORBITYL LINSEEDATE","1197388-97-8","-",,"89216"
"21783","POLYGLYCERYL-3 SOYATE/SHEA BUTTERATE","-","-",,"58546"
"21784","POLYGLYCERYL-3 STEARATE","27321-72-8 / 26855-43-6","248-403-2",,"78904"
"21785","POLYGLYCERYL-3 STEARATE SE","-","-",,"82559"
"21786","POLYGLYCERYL-3 STEARATE/ISOSTEARATE/DIMER DILINOLEATE COPOLYMER","-","-",,"90508"
"21787","POLYGLYCERYL-3 STEARATE/ISOSTEARATE/DIMER DILINOLEATE CROSSPOLYMER","1361332-58-2","-",,"90632"
"21788","POLYGLYCERYL-3 STEARATE/OLEATE/DIMER DILINOLEATE CROSSPOLYMER","-","-",,"90592"
"21789","POLYGLYCERYL-3 SUNFLOWERSEEDATE/CITRATE CROSSPOLYMER","141387-21-1","-",,"91084"
"21790","POLYGLYCERYL-3 TRIISOSTEARATE","66082-43-7","-",,"78906"
"21791","POLYGLYCERYL-3 TRIOLIVATE","-","-",,"91638"
"21792","POLYGLYCERYL-3 TRISILOXANE","-","-",,"96403"
"21793","POLYGLYCERYL-3/LAURYL POLYDIMETHYLSILOXYETHYL DIMETHICONE CROSSPOLYMER","-","-",,"85996"
"21794","POLYGLYCERYL-35 LAURYL ETHER","-","-",,"92075"
"21795","POLYGLYCERYL-4 ALMONDATE/SHEA BUTTERATE","-","-",,"58547"
"21796","POLYGLYCERYL-4 BROCCOLI SEEDATE","-","-",,"98012"
"21797","POLYGLYCERYL-4 CAMELINA SEEDATE","-","-",,"98010"
"21798","POLYGLYCERYL-4 CAPRATE","160391-93-5","-",,"78907"
"21799","POLYGLYCERYL-4 CAPRYLATE","-","-",,"87124"
"21800","POLYGLYCERYL-4 CAPRYLATE/CAPRATE","-","-",,"88898"
"21801","POLYGLYCERYL-4 COCOATE","-","-",,"78908"
"21802","POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE","-","-",,"82532"
"21803","POLYGLYCERYL-4 DILAURATE","-","-",,"78909"
"21804","POLYGLYCERYL-4 DISTEARATE","-","-",,"88752"
"21805","POLYGLYCERYL-4 HAZELNUTSEEDATE","-","-",,"92570"
"21806","POLYGLYCERYL-4 HEMP SEEDATE","-","-",,
"21807","POLYGLYCERYL-4 HYDROXYPROPYL ETHYLHEXYL ETHER","-","-",,"87570"
"21808","POLYGLYCERYL-4 ISOSTEARATE","-","-",,"78910"
"21809","POLYGLYCERYL-4 ISOSTEARATE/LAURATE","-","-",,"58549"
"21810","POLYGLYCERYL-4 LAURATE","75798-42-4","-",,"78911"
"21811","POLYGLYCERYL-4 LAURATE/SEBACATE","-","-",,"89161"
"21812","POLYGLYCERYL-4 LAURATE/SUCCINATE","-","-",,"88954"
"21813","POLYGLYCERYL-4 LAURYL ETHER","9022-75-7 / 95012-79-6","- / -",,"78912"
"21814","POLYGLYCERYL-4 MACADEMIA SEEDATE","-","-",,"98009"
"21815","POLYGLYCERYL-4 OLEATE","9007-48-1 / 71012-10-7","- / -",,"78913"
"21816","POLYGLYCERYL-4 OLEYL ETHER","71032-90-1 / 9022-76-8 / 112708-25-5","- / - / -",,"78914"
"21817","POLYGLYCERYL-4 OLEYL ETHER OLIVATE","-","-",,"91637"
"21818","POLYGLYCERYL-4 OLIVATE","-","-",,
"21819","POLYGLYCERYL-4 OLIVATE/POLYRICINOLEATE","-","-",,
"21820","POLYGLYCERYL-4 PELARGONATE","104981-82-0","-",,
"21821","POLYGLYCERYL-4 PENTAOLEATE","103230-29-1","-",,"78915"
"21822","POLYGLYCERYL-4 PENTAPALMITATE/STEARATE","-","-",,"90191"
"21823","POLYGLYCERYL-4 PENTASTEARATE","99570-00-0","-",,"78916"
"21824","POLYGLYCERYL-4 POLYCASTORATE/HEMPSEEDATE","-","-",,
"21825","POLYGLYCERYL-4 POLYRICINOLEATE","29894-35-7","-",,"58550"
"21826","POLYGLYCERYL-4 POMEGRANATE SEEDATE","-","-",,"98008"
"21827","POLYGLYCERYL-4 PUNICATE","-","-",,"92011"
"21828","POLYGLYCERYL-4 SAFFLOWERSEEDATE","-","-",,"98023"
"21829","POLYGLYCERYL-4 SORBITYL ETHER OLIVATE PHOSPHATE","-","-",,"90768"
"21830","POLYGLYCERYL-4 STEARATE","26855-44-7 / 37349-34-1 / 68004-11-5","- / - / -",,"78917"
"21831","POLYGLYCERYL-4 STEARATE PHOSPHATE","-","-",,
"21832","POLYGLYCERYL-4 SWEET ALMONDATE","-","-",,"58551"
"21833","POLYGLYCERYL-4 TRISILOXANE","-","-",,"96404"
"21834","POLYGLYCERYL-4 TRISTEARATE","99734-29-9","-",,"78918"
"21835","POLYGLYCERYL-4-PEG-2 COCAMIDE","-","-",,"78919"
"21836","POLYGLYCERYL-5 BIS(HYDROXYPROPYL ETHYLHEXYL ETHER)","-","-",,"87562"
"21837","POLYGLYCERYL-5 CAPRATE","-","-",,"58552"
"21838","POLYGLYCERYL-5 DICAPRYLATE","108777-93-1","-",,"91898"
"21839","POLYGLYCERYL-5 DILAURATE","-","-",,"82277"
"21840","POLYGLYCERYL-5 DIOLEATE","-","-",,"58553"
"21841","POLYGLYCERYL-5 HEXASTEARATE","-","-",,"58554"
"21842","POLYGLYCERYL-5 HYDROXYPROPYL LAURYL ETHER","-","-",,"87574"
"21843","POLYGLYCERYL-5 ISOSTEARATE","-","-",,"78920"
"21844","POLYGLYCERYL-5 LAURATE","128738-83-0","-",,"78921"
"21845","POLYGLYCERYL-5 MYRISTATE","-","-",,"58555"
"21846","POLYGLYCERYL-5 OLEATE","86529-98-8","-",,"78922"
"21847","POLYGLYCERYL-5 PENTAMYRISTATE","-","-",,"58556"
"21848","POLYGLYCERYL-5 POLYRICINOLEATE","29894-35-7 (generic)","-",,"58557"
"21849","POLYGLYCERYL-5 RICINOLEATE","-","-",,"92327"
"21850","POLYGLYCERYL-5 STEARATE","37349-34-1 (generic)","-",,"58558"
"21851","POLYGLYCERYL-5 TRIBEHENATE","-","-",,"58559"
"21852","POLYGLYCERYL-5 TRIISOSTEARATE","-","-",,"87375"
"21853","POLYGLYCERYL-5 TRIMYRISTATE","-","-",,"58560"
"21854","POLYGLYCERYL-5 TRIOLEATE","-","-",,"58561"
"21855","POLYGLYCERYL-5 TRISTEARATE","9009-32-9 (Generic)","-",,"58562"
"21856","POLYGLYCERYL-6 ADANSONIA DIGITATA SEEDATE","-","-",,"85861"
"21857","POLYGLYCERYL-6 APRICOT KERNELATE","-","-",,"86034"
"21858","POLYGLYCERYL-6 ARGAN KERNELATE","-","-",,"86002"
"21859","POLYGLYCERYL-6 BEHENATE","-","-",,"58563"
"21860","POLYGLYCERYL-6 BIS(HYDROXYPROPYL ETHYLHEXYL ETHER)","-","-",,"87563"
"21861","POLYGLYCERYL-6 BIS(HYDROXYPROPYL LAURYL ETHER)","-","-",,"87565"
"21862","POLYGLYCERYL-6 CAPRATE","-","-",,"82900"
"21863","POLYGLYCERYL-6 CAPRYLATE","-","-",,"58646"
"21864","POLYGLYCERYL-6 CAPRYLATE/CAPRATE","-","-",,"89160"
"21865","POLYGLYCERYL-6 CITRULLUS LANATUS SEEDATE","-","-",,"84858"
"21866","POLYGLYCERYL-6 DICAPRATE","-","-",,"58564"
"21867","POLYGLYCERYL-6 DIISOSTEARATE","-","-",,"58565"
"21868","POLYGLYCERYL-6 DIOLEATE","76009-37-5","278-358-4",,"78923"
"21869","POLYGLYCERYL-6 DIPALMITATE","-","-",,"78924"
"21870","POLYGLYCERYL-6 DISTEARATE","34424-97-0","252-010-1",,"78925"
"21871","POLYGLYCERYL-6 HEPTACAPRYLATE","-","-",,"58566"
"21872","POLYGLYCERYL-6 HEXAOLEATE","95482-05-6","-",,"78926"
"21873","POLYGLYCERYL-6 HEXASTEARATE","-","-",,"58567"
"21874","POLYGLYCERYL-6 ISOSTEARATE","126928-07-2","-",,"79099"
"21875","POLYGLYCERYL-6 LAURATE","51033-38-6","-",,"78993"
"21876","POLYGLYCERYL-6 MYRISTATE","-","-",,"58633"
"21877","POLYGLYCERYL-6 MYRISTYL ETHER","-","-",,"89586"
"21878","POLYGLYCERYL-6 OCTACAPRYLATE","-","-",,"86901"
"21879","POLYGLYCERYL-6 OCTASTEARATE","-","-",,"58634"
"21880","POLYGLYCERYL-6 OLEATE","9007-48-1 / 79665-92-2","- / -",,"78994"
"21881","POLYGLYCERYL-6 OLIVATE","-","-",,"97568"
"21882","POLYGLYCERYL-6 PALMITATE","99734-31-3","-",,"78995"
"21883","POLYGLYCERYL-6 PALMITATE/SUCCINATE","-","-",,"89578"
"21884","POLYGLYCERYL-6 PENTACAPRYLATE","-","-",,"58635"
"21885","POLYGLYCERYL-6 PENTAOLEATE","104934-17-0","-",,"78996"
"21886","POLYGLYCERYL-6 PENTARICINOLEATE","-","-",,"78997"
"21887","POLYGLYCERYL-6 PENTASTEARATE","99734-30-2","-",,"78998"
"21888","POLYGLYCERYL-6 POLYHYDROXYSTEARATE","-","-",,"58636"
"21889","POLYGLYCERYL-6 POLYRICINOLEATE","107615-51-0","-",,"58637"
"21890","POLYGLYCERYL-6 RICINOLEATE","107615-51-0","-",,"78999"
"21891","POLYGLYCERYL-6 SCHINZIOPHYTON RAUTANENII KERNELATE","-","-",,"85855"
"21892","POLYGLYCERYL-6 SCLEROCARYA BIRREA SEEDATE","-","-",,"85859"
"21893","POLYGLYCERYL-6 SESQUICAPRYLATE","108777-93-1,946492-22-4,946492-23-5",",,",,"91897"
"21894","POLYGLYCERYL-6 SESQUIISOSTEARATE","9009-32-9","-",,"58638"
"21895","POLYGLYCERYL-6 SESQUISTEARATE","112939-69-2","-",,"58639"
"21896","POLYGLYCERYL-6 STEARATE","95461-65-7","-",,"58640"
"21897","POLYGLYCERYL-6 TETRABEHENATE","-","-",,"58641"
"21898","POLYGLYCERYL-6 TETRACAPRYLATE","-","-",,"58642"
"21899","POLYGLYCERYL-6 TETRAOLEATE","9007-48-1","-",,"36816"
"21900","POLYGLYCERYL-6 TETRARICINOLEATE/HYDROXYSTEARATE","-","-",,"98125"
"21901","POLYGLYCERYL-6 TRICAPRYLATE","-","-",,"58643"
"21902","POLYGLYCERYL-6 TRICHILIA EMETICA SEEDATE","-","-",,"85857"
"21903","POLYGLYCERYL-6 TRILAURATE","-","-",,"95186"
"21904","POLYGLYCERYL-6 TRISTEARATE","71185-87-0","-",,"79001"
"21905","POLYGLYCERYL-6 UNDECYLENATE","-","-",,"58644"
"21906","POLYGLYCERYL-6 XIMENIA AMERICANA SEEDATE","-","-",,"85863"
"21907","POLYGLYCERYL-8 C12-20 ACID ESTER","-","-",,"83807"
"21908","POLYGLYCERYL-8 DECABEHENATE/CAPRATE","-","-",,"85778"
"21909","POLYGLYCERYL-8 DECAERUCATE/DECAISOSTEARATE/DECARICINOLEATE","-","-",,"58645"
"21910","POLYGLYCERYL-8 ISOSTEARYL ETHER","-","-",,"91476"
"21911","POLYGLYCERYL-8 OLEATE","9007-48-1 / 75719-56-1","- / -",,"36818"
"21912","POLYGLYCERYL-8 STEARATE","37349-34-1 / 75719-57-2","- / -",,"79003"
"21913","POLYGONATUM MULTIFLORUM RHIZOME EXTRACT","-","-",,"94580"
"21914","POLYGONATUM MULTIFLORUM RHIZOME/ROOT EXTRACT","93165-64-1","296-951-6",,"58647"
"21915","POLYGONATUM ODORATUM RHIZOME EXTRACT","-","-",,"94583"
"21916","POLYGONATUM ODORATUM RHIZOME POWDER","-","-",,"95147"
"21917","POLYGONATUM ODORATUM ROOT EXTRACT","-","-",,"94582"
"21918","POLYGONATUM OFFICINALE EXTRACT","-","-",,"92188"
"21919","POLYGONATUM OFFICINALE RHIZOME/ROOT EXTRACT","90082-98-7","290-191-9",,"58649"
"21920","POLYGONATUM OFFICINALE RHIZOME/ROOT POWDER","-","-",,"93067"
"21921","POLYGONATUM SIBIRICUM EXTRACT","-","-",,"94962"
"21922","POLYGONATUM SIBIRICUM RHIZOME EXTRACT","-","-",,"95669"
"21923","POLYGONATUM SIBIRICUM ROOT/RHIZOME POWDER","-","-",,"94963"
"21924","POLYGONUM AVICULARE EXTRACT","84604-04-6","283-280-9",,"79004"
"21925","POLYGONUM BISTORTA ROOT EXTRACT","84012-36-2","281-680-8",,"58650"
"21926","POLYGONUM CUSPIDATUM EXTRACT","-","-",,"58651"
"21927","POLYGONUM CUSPIDATUM ROOT EXTRACT","-","-",,"58652"
"21928","POLYGONUM FAGOPYRUM CALLUS CULTURE EXTRACT","89958-09-8","289-631-2",,"88639"
"21929","POLYGONUM FAGOPYRUM FLOUR","89958-09-8","289-631-2",,"84854"
"21930","POLYGONUM FAGOPYRUM LEAF EXTRACT","89958-09-8","289-631-2",,"58653"
"21931","POLYGONUM FAGOPYRUM SEED EXTRACT","89958-09-8","289-631-2",,"58654"
"21932","POLYGONUM FAGOPYRUM SPROUT EXTRACT","-","-",,"90682"
"21933","POLYGONUM FAGOPYRUM STEM EXTRACT","89958-09-8","289-631-2",,"84855"
"21934","POLYGONUM FALCATUM RHIZOME/ROOT EXTRACT","-","-",,"85890"
"21935","POLYGONUM FILIFORME FLOWER/LEAF/STEM EXTRACT","-","-",,"84037"
"21936","POLYGONUM HYDROPIPER EXTRACT","84776-81-8","284-007-6",,"83171"
"21937","POLYGONUM MULTIFLORUM ADVENTITIOUS ROOT","-","-",,"94192"
"21938","POLYGONUM MULTIFLORUM CALLUS EXTRACT","-","-",,"92153"
"21939","POLYGONUM MULTIFLORUM EXTRACT","-","-",,"36826"
"21940","POLYGONUM MULTIFLORUM ROOT EXTRACT","-","-",,"79006"
"21941","POLYGONUM MULTIFLORUM ROOT WATER","-","-",,"84147"
"21942","POLYGONUM MULTIFLORUM SPROUT EXTRACT","-","-",,"91337"
"21943","POLYGONUM ODORATUM EXTRACT","-","-",,"84394"
"21944","POLYGONUM ODORATUM OIL","-","-",,"82512"
"21945","POLYGONUM PERSICARIA EXTRACT","90082-99-8","290-192-4",,"58655"
"21946","POLYGONUM PUNCTATUM EXTRACT","90083-00-4","290-194-5",,"86013"
"21947","POLYGONUM TATARICUM BUD/SEED EXTRACT","-","-",,"86848"
"21948","POLYGONUM TINCTORIUM FLOWER EXTRACT","-","-",,"95123"
"21949","POLYGONUM TINCTORIUM LEAF EXTRACT","-","-",,"58656"
"21950","POLYGONUM TINCTORIUM LEAF/STEM EXTRACT","-","-",,"82775"
"21951","POLYHYDROXYBUTYRATE","29435-48-1 ; 26744-04-7","210-909-6",,"91884"
"21952","POLYHYDROXYETHYLMETHACRYLATE","25249-16-5","-",,"58657"
"21953","POLYHYDROXYSTEARAMIDOPROPYL DIMETHYLAMINE","-","-",,"85694"
"21954","POLYHYDROXYSTEARIC ACID","27924-99-8 / 58128-22-6","- / -",,"79007"
"21955","POLYIMIDE-1","497926-97-3","-",,"58658"
"21956","POLYISOBUTENE","9003-27-4","-",,"79008"
"21957","POLYISOBUTYL METHACRYLATE","9011-15-8","-",,"86910"
"21958","POLYISOPRENE","9003-31-0","-",,"79009"
"21959","POLYLACTATE/RICINOLEATE","-","-",,"58659"
"21960","POLYLACTIC ACID","9051-89-2","-",,"58660"
"21961","POLYLYSINE","25104-18-1","-",,"79010"
"21962","POLYLYSINE ACETATE","-","-",,
"21963","POLYLYSINE HBR","25988-63-0","-",,"79011"
"21964","POLYMETHACRYLAMIDE","-","-",,"58661"
"21965","POLYMETHACRYLAMIDOPROPYLTRIMONIUM CHLORIDE","68039-13-4","-",,"36833"
"21966","POLYMETHACRYLAMIDOPROPYLTRIMONIUM METHOSULFATE","181788-04-5","-",,"36834"
"21967","POLYMETHACRYLIC ACID","25087-26-7","-",,"79013"
"21968","POLYMETHACRYLIC ACID CROSSPOLYMER","50602-21-6","-",,"85708"
"21969","POLYMETHACRYLOYL ETHYL BETAINE","-","-",,"58663"
"21970","POLYMETHACRYLOYL LYSINE","-","-",,"58664"
"21971","POLYMETHOXY BICYCLIC OXAZOLIDINE","56709-13-8","-",,"79014"
"21972","POLYMETHYL ACRYLATE","9003-21-8","-",,"79015"
"21973","POLYMETHYL METHACRYLATE","9011-14-7","-",,"79016"
"21974","POLYMETHYL/CAPRYLYLSILSESQUIOXANE SILICATE","-","-",,"98464"
"21975","POLYMETHYL/OCTYL/PHENYL/PROPYLSILSESQUIOXANE DIMETHICONE CROSSPOLYMER","-","-",,"89468"
"21976","POLYMETHYL/PHENYLSILSESQUIOXANE SILICATE","-","-",,"88828"
"21977","POLYMETHYLGLUTAMATE","25086-16-2","-",,"84661"
"21978","POLYMETHYLSILSESQUIOXANE","68554-70-1","-",,"79017"
"21979","POLYMETHYLSILSESQUIOXANE/ETHYL POLYSILLICATE CROSSPOLYMER","-","-",,"96000"
"21980","POLYMETHYLSILSESQUIOXANE/SILICA CROSSPOLYMER","-","-",,"94839"
"21981","POLYMETHYLSILSESQUIOXANE/TRIMETHYLSILOXYSILICATE","-","-",,"86647"
"21982","POLYMNIA SONCHIFOLIA ROOT EXTRACT","957143-35-0","-",,"91808"
"21983","POLYMNIA SONCHIFOLIA ROOT JUICE","-","-",,"83866"
"21984","POLYOCTYLSILSESQUIOXANE SILICATE","-","-",,"98469"
"21985","POLYOXYISOBUTYLENE/METHYLENE UREA COPOLYMER","-","-",,"79018"
"21986","POLYOXYMETHYLENE CYANOGUANIDINE UREA","27968-41-8","-",,"58742"
"21987","POLYOXYMETHYLENE GLYCOL UREA","64334-59-4","-",,"87576"
"21988","POLYOXYMETHYLENE MELAMINE","9003-08-1","-",,"87455"
"21989","POLYOXYMETHYLENE MELAMINE UREA","25036-13-9","-",,"58744"
"21990","POLYOXYMETHYLENE RESORCINOL","24969-11-7","-",,"95995"
"21991","POLYOXYMETHYLENE UREA","68611-64-3 / 9011-05-6","271-898-1",,"79100"
"21992","POLYPENTAERYTHRITYL C5-10 ACID ESTERS","68915-66-2","-",,"58747"
"21993","POLYPENTAERYTHRITYL TEREPHTHALATE","-","-",,"58748"
"21994","POLYPENTAERYTHRITYL-3 OCTAACRYLATE","182072-44-2","-",,"93559"
"21995","POLYPENTENE","9078-70-0","-",,"79101"
"21996","POLYPEPTIDE-1","-","-",,"85686"
"21997","POLYPEPTIDE-23","-","-",,"83289"
"21998","POLYPERFLUOROETHOXYMETHOXY DIFLUOROETHYL PEG DIISOSTEARATE","-","-",,"58749"
"21999","POLYPERFLUOROETHOXYMETHOXY DIFLUOROETHYL PEG ETHER","162492-15-1 / 88645-29-8","-",,"58750"
"22000","POLYPERFLUOROETHOXYMETHOXY DIFLUOROETHYL PEG PHOSPHATE","-","-",,"58752"
"22001","POLYPERFLUOROETHOXYMETHOXY DIFLUOROHYDROXYETHYL ETHER","-","-",,"58753"
"22002","POLYPERFLUOROETHOXYMETHOXY DIFLUOROMETHYL DISTEARAMIDE","220207-10-3","-",,"58754"
"22003","POLYPERFLUOROETHOXYMETHOXY DIFLUOROMETHYL ETHER","161075-02-1","-",,"58755"
"22004","POLYPERFLUOROETHOXYMETHOXY PEG-2 PHOSPHATE","162567-74-0","-",,"58756"
"22005","POLYPERFLUOROISOPROPYL ETHER","-","-",,"36844"
"22006","POLYPERFLUOROMETHYLISOPROPYL ETHER","69991-67-9","-",,"58757"
"22007","POLYPERFLUOROPERHYDROPHENANTHRENE","159182-00-0","-",,"79103"
"22008","POLYPHENYLSILSESQUIOXANE","70131-69-0","-",,"82220"
"22009","POLYPHENYLSILSESQUIOXANE/TRIMETHYLSILOXYSILICATE","1991985-12-6","-",,"95258"
"22010","POLYPHOSPHORYLCHOLINE GLYCOL ACRYLATE","67881-99-6","-",,"58758"
"22011","POLYPODIUM DECUMANUM EXTRACT","-","-",,"82589"
"22012","POLYPODIUM LEUCOTOMOS LEAF EXTRACT","-","-",,"58759"
"22013","POLYPODIUM LEUCOTOMOS ROOT EXTRACT","-","-",,"83071"
"22014","POLYPODIUM POLYPODIOIDES EXTRACT","-","-",,"90284"
"22015","POLYPODIUM VULGARE RHIZOME EXTRACT","84929-44-2","284-527-3",,"93212"
"22016","POLYPODIUM VULGARE ROOT EXTRACT","84929-44-2","284-527-3",,"84047"
"22017","POLYPORUS UMBELLATUS EXTRACT","223751-84-6","-",,"36846"
"22018","POLY-P-PHENYLENE TEREPHTHALAMIDE","24938-64-5 / 25035-37-4","-",,"58760"
"22019","POLYPROPANEDIOL-2","2396-61-4","219-251-4",,"96864"
"22020","POLYPROPANEDIOL-4","345260-48-2","-",,"86967"
